"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Djibouti","DJI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","340989527.967995","","373371738.286415","395794538.630775","409220087.102818","452328087.282876","462421998.525779","478058304.871118","466048469.22986","491689220.744875","497723960.589913","494004647.73437","502675542.001227","514267869.300758","536080148.097299","551230861.856505","572417440.820162","591122039.601398","622044665.515049","666072101.777505","708633194.726566","768873684.032838","847918929.107984","999105339.267729","1049110684.72493","1128611700.3618","1239144501.77525","1353632941.5207","2042817162.85639","2214681573.56933","2430287967.02678","2603554906.59464","2751461055.59307","3012820409.63313","3324634256.13324","",
"Dominica","DMA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","45872947.4074074","57130215.5555556","55017758.8888889","72804653.3333333","82107391.1111111","89527576.6666667","98665191.4814815","109157070.740741","119491932.962963","135161958.518519","151868754.444444","171106184.074074","185137242.962963","201428730","219763222.222222","234058259.259259","245527592.592593","264375666.666667","274522148.148148","292286000","302989185.185185","322409851.851852","331759000","333468888.888889","340205074.074074","333195185.185185","343310666.666667","367199111.111111","364255074.074074","390250148.148148","421375851.851852","458190185.185185","489074333.333333","493825925.925926","501025925.925926","485996296.296296","498296296.296296","520207407.407407","540737037.037037","576229629.62963","519837037.037037","551074074.074074","582403703.703704","",
"Denmark","DNK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","11931739858.7046","13059064374.6287","13505573866.6667","15414902266.6667","17075457600","19085731252.4407","23232379951.9376","30730626663.3606","34160444798.1099","40474406216.2821","44575892473.1183","49784338519.4563","60362931853.6249","70366241969.2074","71127528699.9414","61877813965.2413","60412844678.604","60644782176.0525","59105236853.7937","62658568287.3429","88078760103.8191","109414423928.775","115552846616.653","112409222182.704","138247285815.855","139224688814.195","152915654478.885","143195627014.605","156162386724.523","185006881515.065","187632346387.984","173537647058.824","176991934992.837","177965188354.692","164158739097.623","164791442543.375","178635163717.431","218096033517.009","251373002954.382","264467336457.17","282884947702.966","319423424509.066","353361038818.383","321241303699.006","321995279401.502","344003137611.271","327148943812.137","343584391647.927","352993631617.708","302673070846.857","313115929314.339","332121063806.391","356879499797.896","350104327658.675","",
"Dominican Republic","DOM","GDP (current US$)","NY.GDP.MKTP.CD","672399700","654100200","824100000","940799900","1025599900","888100000","983900000","1034800000","1079100000","1230500000","1485500000","1666500000","1987400000","2344800000","2925700000","3599200000","3951500000","4587100000","4734400000","5498800000","6761300000","7561300000","8267400000","9220600000","11594000000","5044592944.80499","6122198120.02892","5826987099.45901","5374314928.42536","6686593059.93691","7073675544.80847","9734321854.66098","11356271338.9377","13081042396.3153","14664237669.3135","16598679275.3976","18241691854.1914","20017908832.3285","21672526559.7479","22137599984.4373","24305116729.1701","25601765403.0896","27137508655.3127","21403167849.0353","22322395369.1384","35777570134.0385","37879869898.3451","43965420071.0915","48122547176.8322","48261033297.3001","53860175556.5208","58029750744.3809","60681537194.7076","62682163837.6521","67179914026.2773","71164825257.7372","75704720189.6204","79997975622.7604","85555378043.7999","88941299734.2073","",
"Algeria","DZA","GDP (current US$)","NY.GDP.MKTP.CD","","","2001468867.73344","2703014867.32834","2909351792.58659","3136258896.9233","3039834558.74906","3370843065.76735","3852115816.97758","4257218772.15369","4863487492.65763","5077222366.97472","6761786386.54713","8715105930.49101","13209713643.3219","15557934268.4965","17728347374.994","20971901273.271","26364491313.4471","33243422157.6311","42345277342.0195","44348672667.8715","45207088715.6483","48801369800.3675","53698278905.9678","57937868670.1937","63696301892.8116","66742267773.1959","59089067187.3943","55631489801.5508","62045099642.7774","45715367087.1001","48003298223.1178","49946455210.966","42542571305.5136","41764052457.8814","46941496779.8499","48177862501.9495","48187747528.899","48640580406.7654","54790233855.966","54744725765.7191","56760246981.7525","67863841333.4195","85325003122.0947","103198251003.394","117027321306.159","134845573817.762","171008067513.162","137206139022.712","161155315145.814","200254371997.255","209021250805.932","209724351221.97","213860450595.829","166361491140.753","159994837855.12","170163165960.516","175405660377.358","171091289782.245","",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","2069465326.41882","1753850416.70826","1518208221.23052","1824344492.07169","2244146867.90195","2387048255.45173","2429309513.80854","2553596091.82258","2582180794.1855","3112166848.3004","2862504169.99893","2754220263.02528","3185987234.84089","3891755551.94138","6599259420.99605","7731677256.80982","9091924304.83477","11026346589.5011","11922502170.6405","14175166007.5774","17881514682.8784","21810767209.3695","19929853574.6095","17152483214.3536","16912515183.2783","17149094589.9827","15314143988.0621","13945431882.2271","13051886552.3377","13890828707.6493","15239278100.3502","16988535267.6338","18094238119.0595","18938717358.6793","22708673336.6683","24432884442.2211","25226393196.5983","28162053026.5133","27981896948.4742","19645272636.3182","18327764882.4412","24468324000","28548945000","32432858000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","69555367000","79276664000","87924544000","95129659000","101726331000","99290381000","99937696000","104295862000","107562008000","107435665000","",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908177.0664","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4541","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","96684636118.5984","85146067415.7303","80288461538.4615","78782467532.4675","89600665557.4043","107426086956.522","130437828371.278","162818181818.182","189147005444.646","218983666061.706","235989672977.625","279116666666.667","288434108527.132","305595408895.265","329366576819.407","332441717791.411","235733695652.174","249712999437.254","303092255125.285","",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745526154.93283","688921325.712043","706370815.584416","752368495.512622","729321366.651861","870247703.182758","1109054005.43971","1098425900.74116","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","1589515447.15447","2065001626.01626","","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40992995008.3195","46619420359.2814","59132415221.3306","78639525985.1513","97274006345.5437","114777046376.812","118507184779.905","132449277108.434","160599687500","214601955875.062","232766822928.754","202807891511.984","195996754505.528","170951185614.849","172102910370.524","180793463796.477","251321075204.942","318747935588.196","376160409941.437","414757056921.996","536558591250.408","577166174539.632","630916018202.503","525075636030.854","530562634455.347","614609020549.773","642588992512.807","590077272727.273","619214834614.099","634693160025.57","596877648793.072","627286800894.855","705394315829.098","905492099322.799","1067093369754.16","1153285660987.44","1259343871534.31","1472131125102.66","1625224842536.99","1485583495415.39","1420722034063","1478772824224.03","1324820091194.67","1354757433212.72","1369398844599.58","1195119269971.52","1232076017361.53","1312539279462.36","1422153839840.78","1393490524517.64","",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4006983328.923","4116734613.10113","4497823760.81825","4780170373.2605","5147710775.4734","5665917232.17266","5762048551.95911","5694069842.43988","6259257899.91943","7372457379.67411","9877636630.53297","12144397515.528","14098326078.8459","17012322167.8585","22445583082.398","24371299252.9662","19744110864.1289","19693608289.0773","23391530006.3166","23192708981.8446","25271406707.566","26773473625.1921","23048864242.6072","24259552888.9717","26951648828.5789","30631142226.8533","31471100656.2431","",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903188.4058","7707678019.32367","8567890821.25604","8096302367.14976","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589211390.49612","7818224905.55071","7700833482.00615","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648211133.2183","55612228233.5179","64589334978.8013","74296618481.0882","81770791970.982","84269348327.3454","95912590628.1412","",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11357516987.5425","12527405512.9298","14743186119.8738","19472363466.6252","24848821490.4679","29472623242.2822","31849513771.3494","33499799321.2336","36256160288.8087","44465255686.1548","53645202422.6968","52448332874.07","52797582336.2526","50973526900.0854","52888800949.7428","55875863392.1719","73531550551.255","91594751792.2359","109058990760.483","119012054870.445","141438345513.917","127773856785.767","112532519246.084","89214114708.0254","103299943084.804","134189814814.815","132129174216.93","126912152101.707","134038718291.055","135218410398.466","125706651925.557","129421029082.774","139738377564.465","171274266365.688","197116960516.514","204809103345.355","216907539831.891","256052559540.104","284553976856.599","252496526813.004","249181190476.369","275243697751.011","258304834621.605","271285280621.373","274497230802.958","234440080998.273","240607907010.383","255232257243.53","275946554578.823","269296310180.392","",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235899836.18067","1194015444.01544","1123107276.30285","1177997413.63384","1141210124.82663","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1531803060.54558","1635426125.30808","1825285158.11761","1970347720.96992","2129266728.42585","2093994597.21549","1656784779.545","1942170999.18765","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006725014.78415","3102741451.01664","3405050611.68726","3523185919.55826","2870624635.68032","3140508835.9485","3774530615.65916","3972012570.53467","4190143206.25611","4856963251.97477","4682546881.15833","4930204219.71304","5353404418.66413","5581393120.62853","5496250694.31587","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62225478000.8822","67461644222.0352","75607529809.9288","84759195105.8693","94007851047.3678","101537248148.427","110045852177.928","118972977486.207","129785441507.456","141903068680.309","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1492647560196.04","1362248940482.77","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.6","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2595151045197.65","2787863958885.49","2715518274227.45","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","221575300","218534700","206626300","218873100","220140500","233271800","240970900","242517200","245432900","240236000","250281900","253541900","256787200","263145100","280284600","296944100","311301600","327248700","317214400","319271200","316489900","332265200","366666800","401932300","","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.570007","167637907.381696","182796536.499917","154480244.246828","215679855.272553","226474285.587116","245849781.715943","271543680.279265","294468564.534311","318124701.048993","323802475.481029","381687073.058602","430508357.724","722780701.123338","1544216003.98425","2157592936.60731","3009409970.90463","2809349074.17711","2389479269.18832","3030251116.35966","4279637933.85136","3862269126.92681","3618007844.44908","3391275731.31859","3561451562.23576","3339914759.37275","3403638193.57905","3281797038.66566","3834503378.35497","4186411457.45694","5952293765.84468","5402919956.93831","5592390848.52647","4378645081.01769","4190819314.02958","4958845906.34769","5694040336.82571","5326816858.99586","4483417119.83928","4662992036.2073","5067865320.7979","5023265365.25169","5335451307.54323","6511903657.44009","7770219479.72648","9582783318.3881","10327598800.6713","12455410055.7483","15571349775.7848","12113699660.6799","14372591916.4792","18210308748.2912","17170465294.0332","17595745653.3676","18203968001.8908","14383107714.0388","14023890620.3384","14929488770.7315","16862282413.8778","16874450215.1351","",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1341584345905","1415358814352.57","1559078258022.27","1650172242464.39","1682399288141.08","1657816613708.58","1640246149417.01","1784473920863.31","2053018775510.2","2416931526913.22","2538680000000","2713749770009.2","3100882352941.18","2922667279411.76","2410909799034.12","2475244321361.11","2659310054646.23","2704887678386.72","2786022872706.81","3063803240208.01","2928591002002.51","2694283209613.29","2666229179958.01","2860667727551.97","2829108219165.8","",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753501867.76095","6357615894.03974","3690328963.64086","2701181331.30816","2513870586.73344","2693731865.97036","3094935186.76896","3510520231.21387","3613498174.54701","2800026339.12617","3057475288.78105","3219488663.77231","3395728013.84524","3991284895.37214","5125365191.98664","6410823633.25426","7745394293.41721","10172882370.5477","12795076469.0099","10766836276.5639","12243505582.6741","15107441446.7833","16488403076.3641","17189551520.9811","17627003454.7205","14953950557.4406","15141758566.7808","16242916915.7203","17599700090.762","17477255545.6705","",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230038.26781","1302674264.19915","1382515590.06942","1540797516.79469","1731296118.87113","2053462872.38275","2126300573.17668","1747187539.20717","1666910166.289","1962051319.26134","2215029450.3805","2417107708.25317","2112292944.64142","2465492957.74648","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441614.97432","4035994397.7591","4057275042.82903","4412279843.44423","4504342149.43471","5727602644.71472","5074829931.97279","5197840979.13416","5251764264.26802","5889174825.487","6596546195.65217","6413901601.83066","5966255778.12018","5444560669.45607","6465137614.6789","6934984709.48012","6891308593.75","7480968858.13149","7719354838.70968","4983024408.14828","5314909953.92992","6166330136.2948","7632406552.83803","8881368538.07671","10744675209.8984","20440893017.1566","24827844949.6033","28678701891.0957","26048108185.0534","32197272797.2028","39337314809.9434","41270954737.2459","62405374785.5052","53660342159.7735","48564863888.4402","55009730600.0307","58998132329.6173","65556464048.1539","66983634223.943","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1922600899.38433","2041538057.02888","2384295763.72528","2432029380.43686","2666616176.91609","3014890569.04099","3284625277.16186","3279063317.63475","3383218922.79336","3693753379.05992","3869032270.91633","3783788551.0819","3588376057.01536","3461282293.64624","2995360969.16199","2829435956.51563","2950198648.95191","3446441698.00738","3635458132.65317","2937071767.25576","4220019242.74824","6281917655.90249","6964179193.84418","6716904568.76482","6853467857.61127","6785137172.77058","7638045254.42864","8376613843.27265","8778473614.54728","8794202443.67366","8595955581.21787","10324668266.5921","10907214993.5687","12296665331.192","",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212353.6988296","46695363.1558873","41160658.5705371","45168722.6995632","52296836.749388","55728608.974983","59161544.9957528","75187969.924812","95797533.4619206","115182522.123894","112189468.481826","138094243.349324","171836793.402695","207114382.546071","241080708.89018","218764445.784343","216051495.959817","213446562.57106","177338801.93075","225724851.691107","185646209.386282","220626484.224811","266673126.229801","284119692.49433","317083373.524559","690314321.374999","714255460.503389","755042548.055824","746491692.583857","785996982.492168","848237108.56163","803630742.53446","840285264.631545","814723460.08372","782915402.421095","687408804.630527","578236035.104279","487038821.611959","961900106.892751","1027702254.38664","1054113426.70947","1279704744.82781","1561763437.0325","1450140385.97229","1543292392.54605","1409694553.90934","1415006238.09509","1375608956.10386","1229460601.92174","1378176868.31568","1484579844.37143","1504909753.28746","1670670668.5939","1826073739.82522","",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733594.8411852","78540057.1372471","87702828.5651641","89374237.2881356","98775328.9473684","108985740.155434","112386489.005677","114971207.205384","122666858.789625","118537875.133044","110653830.722704","154731969.69697","165523634.503718","163577538.326314","138478900.628609","143856253.127248","130225018.751151","173836362.010677","164458120.314176","213143016.443316","243961995.509785","257150374.069711","226313443.749086","236880821.656388","235620043.500927","253966922.278198","270419779.418107","268550998.219197","206457544.497703","224446663.800548","370173838.651652","392621385.894576","417806667.07798","477458598.710737","532062927.382438","587029054.444652","592365688.05204","696910810.918663","868154708.520179","830126469.986608","849878424.225986","1099818651.98114","989271229.637162","1046087417.96916","1054915645.19654","1048229629.42039","1179004941.22904","1350177127.5523","1458868241.85588","1339449165.48759","",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","9122751.45318345","10840095.1283649","12712471.3960211","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","50642880.7737503","36731422.8456914","44294647.733479","44442456.94764","50320914.4065688","62118564.8495425","76407396.7552964","93345847.7270323","100534663.294927","88265974.5843603","112119406.548331","110906032.075075","134707184.355541","136047896.155778","100807001.813926","141853368.256815","232463036.435759","442337849.474377","370687618.717326","621117885.668503","1045998496.43872","1461139022.02954","1806742742.27311","2484745935.09329","4410764338.66733","8217369092.65224","10086528698.8604","13071718758.7373","19749893536.3204","15027795173.2187","16314442183.3477","21357344847.4966","22388345810.2466","21948835350.3425","21765454404.421","13185496836.4124","11240809132.4145","12200914929.5961","13278488567.3058","11026774945.3415","",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4335186016.83942","4961400439.31722","5213047711.42704","5895278024.09202","6669673257.1183","7689154053.35866","8591517943.60129","9275600800.35644","10090675902.5364","11615657031.2387","13139863636.3636","14591750000","16885511363.6364","22347848101.2658","25351306818.1818","28525876726.8863","31152835820.8955","36176234967.6226","44270204081.6327","54481876724.931","56829664268.5851","52346506765.0676","54617989795.9184","49428873839.0093","48020024183.7969","47820851221.3175","56379593476.1441","65652750377.4535","76261277924.5736","79169043222.8284","97891092003.4394","105143232379.884","116224672863.783","108809059155.767","116601801966.292","136878365936.167","145861612400.906","143157600149.757","144428172489.335","142540728744.939","130133845586.88","136191353914.989","153830946734.425","201924269751.693","240521261484.976","247783002114.165","273317736795.885","318497937311.799","354460802695.181","330000251458.739","299361576293.332","287797821676.138","245670666767.533","239862011051.781","237029578730.029","196591353872.132","195222443844.783","203588424740.3","218138367208.799","209852761132.839","",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","71494495.1851852","88322386.2962963","102244362.222222","110900457.037037","115651918.888889","125435590","131803552.222222","145533310.740741","167728455.185185","187589522.592593","215009569.62963","236357523.703704","267327642.222222","278098762.962963","300757888.888889","310160444.444444","309812185.185185","325111814.814815","342172518.518519","366911444.444444","392190592.592593","445903592.592593","482009370.37037","520044370.37037","520444185.185185","540336925.925926","591018407.407407","599118592.592593","695555555.555555","698700666.666667","758683592.592593","825976037.037037","771275555.555555","771013259.259259","778655925.925926","799882259.259259","842620111.111111","911497407.407407","997007925.925926","1061631222.22222","1125685185.18519","1168696296.2963","1210603703.7037","",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520026.6666667","88570952.8688524","106101175.65798","140153748.243656","169918948.629182","211194305.702999","240780413.56493","282269373.001066","355989047.256374","420642463.409998","476055288.418886","435746974.759244","402405069.367769","416183706.943685","379371608.442925","412876071.118493","603015696.452849","787392365.831908","898611007.947709","929796722.387896","1018970364.86443","1016493394.8253","1037921836.9477","927219728.866886","1005879948.43254","1208946165.92889","1197509786.67632","1072147778.03013","1149862702.96084","1131561595.13775","1068030829.75591","1086172922.57413","1169138789.31435","1558753434.43083","1822486688.58807","1849805732.96203","2013099482.07439","2249811708.94796","2499107510.64122","2529948329.57153","2503156060.52524","2684467375.71479","2609667673.71601","2684952726.88425","2842048997.77283","2499115623.00272","2707146783.13056","2826651925.66902","3051626389.63671","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000","2101300000","2569200100","3161499900","3645900000","4365300200","5480500200","6070600200","6902600200","7878700000","8607500300","8716999700","9050000400","9470000100","9721652086.95652","7231963515.98174","7084399840","7841602824.42748","8410724360.79545","7650125217.35253","9406097735.09117","10440842165.3193","11399942453.0646","12983235568.2292","14655404433.2771","15674835615.3139","17790026221.6139","19395491992.9939","18318412251.3642","19288827158.9035","18702802522.0777","20776403774.1156","21917430694.2538","23965275794.3749","27211377107.3763","30231249625.1282","34113107372.317","39136436613.7566","37733609794.6481","41338008612.7727","47654783851.8252","50388460924.7345","52996540576.3161","57852399705.1292","62186186575.7433","66053725049.0138","71612352644.9734","73118147941.2704","76710355347.0968","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170215248.206265","185848451.262906","194948375.430205","175756868.692761","194773376.888526","213235294.117647","228705882.352941","250176470.588235","229750000","249300000","267800000","282050000","285380952.380952","307047619.047619","433954545.454545","494791666.666667","454440000","449880000","507080000","530440000","603200000","570357107.142857","482000000","489333333.333333","437631605.263158","453488372.093023","504651139.534884","354591846.938775","413799990","379779389.705882","396582263.291139","348533094.812165","373573141.486811","454101382.488479","540874934.201012","621626785.915493","705406001.424501","749138009.56454","717530683.169567","694754988.258295","712667896.727512","712167575.624277","726131434.715338","743064076.794567","787814379.183843","824880550.343965","2379818382.99241","2730968913.75051","3025189399.27802","3165661864.67271","3432913353.15303","3691384743.46563","4063090015.91812","4167801802.58255","4127664335.82693","4279840361.74334","4482697336.56174","4748174334.14044","4787635821.28928","5173759527.57794","",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335650000","356200000","387750000","410200000","457000000","508650000","549950000","598100000","646800000","668000050","723000000","731000000","802999950","912499950","1034500000","1124000000","1347999950","1669499950","3097242093.22441","3544281976.29198","3968160045.98684","4043894878.58005","4266503525.61051","4476697184.85981","4915311846.48827","5278120712.5459","5677828958.90605","6190521241.46495","5902717091.54747","5432344901.77821","4923009551.51561","4648668478.56753","4943700431.07368","4926728932.95069","4642280682.14252","5347445005.21376","5215028986.48649","5737099650.19011","6366340265.87888","6414520529.61672","7103507989.05044","7651174661.42872","7858235333.4834","8230387552.2259","8869311410.95131","9757034456.7578","10917481688.4711","12361257680.5627","13881701033.6546","14587496229.1811","15839344591.9842","17710315005.9999","18528601901.324","18499710127.8385","19756494434.7031","20979767785.2104","21717622071.3816","23136232229.6069","24024189735.8876","25095395475.0393","",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22534323220.0266","23846442648.9653","23869243597.654","25562674678.2302","23457038980.352","21633671680.8738","23054778851.2787","26813968850.5192","34682900712.6654","41587470546.7946","45376744001.8044","50423077102.0764","60073426976.5069","70234425974.0453","62600093958.9538","59918313669.1671","62537851352.4904","56580819623.8529","58194069434.1423","57639588805.5871","49525747503.8149","51601147665.8089","55481644098.0495","61375222347.0256","60752588976.3175","",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","273187200","271066000","281896800","294883400","325281200","353251800","368948600","369124200","367968800","391820400","331200000","362800000","372000000","466800000","565400000","681400000","879000000","947000000","974200000","1080600000","1383800000","1479400000","1474200000","1623600000","1816200000","2009400000","2318000000","2047200000","2613926800","2736243800","3096289800","3473540601.82161","2257121668.19352","1878248741.04949","2167564194.7342","2813313278.81082","2907514522.92503","3338938830.01743","3723909226.86781","4153736347.44223","6868666119.64488","6364908099.76038","6106867933.51625","5000238128.66769","6005401729.71229","7049954288.93905","7408787819.1302","9315973989.16572","10386485527.8494","11269821158.975","11661585823.2282","13008748131.675","13708931889.7884","14498080022.6317","14790765759.5274","14857386163.9184","13723267960.8434","14213814582.7938","15965670198.4548","14332163266.3977","",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34753569692.915","38730585922.2189","40124916940.5945","43166678735.2183","46425677734.1435","46658755151.6017","47296952928.7561","48706787306.2574","49073380173.7159","47218405892.4258","53749989092.0197","67608919144.3684","85302003908.042","103960017914.058","112980947728.383","115577256523.599","139966001509.592","158136326477.965","130760312876.683","131916516051.985","141759722464.002","128475498380.379","135411698965.109","140765018880.633","125074286021.14","128470534117.954","142961605733.026","160418835850.907","163469042867.956","",
"Indonesia","IDN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","5667756644.83099","7076465295.33327","8337423312.88344","9150684931.50685","9333536359.79807","10997590361.4458","16273253012.0482","25802409638.5542","30463855421.6867","37269156626.506","45808915662.6506","51455719099.9244","51400186379.3033","72482337370.3493","85518233450.774","90158449307.2387","81052283404.6079","84853699994.0508","85289491750.3225","79954072569.8533","75929617576.8776","84300174477.2018","94451427898.3405","106140727357.035","116621996217.133","128026966579.964","158006700301.533","176892143931.505","202132028723.115","227369679374.973","215748998609.635","95445547872.715","140001351215.462","165021012077.81","160446947784.909","195660611165.183","234772463823.808","256836875295.452","285868618224.017","364570514304.85","432216737774.861","510228634992.258","539580085612.401","755094160363.071","892969107923.094","917869910105.749","912524136718.018","890814755233.225","860854235065.079","931877364177.742","1015618742565.81","1042240309412.58","1119190780752.8","",
